Index,Label,Class_num,Class_lr,fd_box_counting,fd_temporal_sampling,fd_corr_sum,Img_Path,NPZ_Path
39,515-L,515,L,0.12123706712858223,1.8609606539593337,0.0,/media/limalima/D/Database/CASIA-Iris-Thousand/515/L/S5515L03.jpg,/media/limalima/D/Database/CASIA-Iris-Thousand/515/L/S5515L03.npz
40,248-R,248,R,0.14048571585274555,2.013065264044746,0.0,/media/limalima/D/Database/CASIA-Iris-Thousand/248/R/S5248R04.jpg,/media/limalima/D/Database/CASIA-Iris-Thousand/248/R/S5248R04.npz
41,248-R,248,R,0.1271259715863931,1.972386184070862,0.0,/media/limalima/D/Database/CASIA-Iris-Thousand/248/R/S5248R08.jpg,/media/limalima/D/Database/CASIA-Iris-Thousand/248/R/S5248R08.npz
42,248-R,248,R,0.12815777725388638,1.8295126966719246,2.6143968994013094e-31,/media/limalima/D/Database/CASIA-Iris-Thousand/248/R/S5248R01.jpg,/media/limalima/D/Database/CASIA-Iris-Thousand/248/R/S5248R01.npz
43,248-R,248,R,0.1319253582511347,1.9429853434492728,0.0,/media/limalima/D/Database/CASIA-Iris-Thousand/248/R/S5248R00.jpg,/media/limalima/D/Database/CASIA-Iris-Thousand/248/R/S5248R00.npz
44,248-R,248,R,0.13164023049749338,1.8743834417782375,2.6143968994013094e-31,/media/limalima/D/Database/CASIA-Iris-Thousand/248/R/S5248R07.jpg,/media/limalima/D/Database/CASIA-Iris-Thousand/248/R/S5248R07.npz
45,248-R,248,R,0.1360283163122552,1.9077239348021353,0.0,/media/limalima/D/Database/CASIA-Iris-Thousand/248/R/S5248R05.jpg,/media/limalima/D/Database/CASIA-Iris-Thousand/248/R/S5248R05.npz
46,248-R,248,R,0.11733227369455923,1.8721340600685812,-2.6143968994013094e-31,/media/limalima/D/Database/CASIA-Iris-Thousand/248/R/S5248R02.jpg,/media/limalima/D/Database/CASIA-Iris-Thousand/248/R/S5248R02.npz
47,248-R,248,R,0.12498685150866189,1.9155274590981832,-2.6143968994013094e-31,/media/limalima/D/Database/CASIA-Iris-Thousand/248/R/S5248R03.jpg,/media/limalima/D/Database/CASIA-Iris-Thousand/248/R/S5248R03.npz
48,248-R,248,R,0.12552913511619265,1.9182847340864975,0.0,/media/limalima/D/Database/CASIA-Iris-Thousand/248/R/S5248R09.jpg,/media/limalima/D/Database/CASIA-Iris-Thousand/248/R/S5248R09.npz
49,248-R,248,R,0.13063323367741442,1.8706202840323762,0.0,/media/limalima/D/Database/CASIA-Iris-Thousand/248/R/S5248R06.jpg,/media/limalima/D/Database/CASIA-Iris-Thousand/248/R/S5248R06.npz
50,248-L,248,L,0.14203413031569245,1.938145249477385,0.0,/media/limalima/D/Database/CASIA-Iris-Thousand/248/L/S5248L03.jpg,/media/limalima/D/Database/CASIA-Iris-Thousand/248/L/S5248L03.npz
51,248-L,248,L,0.1377156913637481,1.91588793081542,0.0,/media/limalima/D/Database/CASIA-Iris-Thousand/248/L/S5248L05.jpg,/media/limalima/D/Database/CASIA-Iris-Thousand/248/L/S5248L05.npz
52,248-L,248,L,0.14325819288652955,1.8800318005424896,0.0,/media/limalima/D/Database/CASIA-Iris-Thousand/248/L/S5248L02.jpg,/media/limalima/D/Database/CASIA-Iris-Thousand/248/L/S5248L02.npz
53,248-L,248,L,0.13614314042090153,1.8789121977826138,0.0,/media/limalima/D/Database/CASIA-Iris-Thousand/248/L/S5248L04.jpg,/media/limalima/D/Database/CASIA-Iris-Thousand/248/L/S5248L04.npz
54,248-L,248,L,0.13541613222432414,1.954662314544014,0.0,/media/limalima/D/Database/CASIA-Iris-Thousand/248/L/S5248L00.jpg,/media/limalima/D/Database/CASIA-Iris-Thousand/248/L/S5248L00.npz
55,248-L,248,L,0.14192210491053442,1.9946463209380065,0.0,/media/limalima/D/Database/CASIA-Iris-Thousand/248/L/S5248L07.jpg,/media/limalima/D/Database/CASIA-Iris-Thousand/248/L/S5248L07.npz
56,248-L,248,L,0.1266276015201998,1.9327278938788504,0.0,/media/limalima/D/Database/CASIA-Iris-Thousand/248/L/S5248L06.jpg,/media/limalima/D/Database/CASIA-Iris-Thousand/248/L/S5248L06.npz
57,248-L,248,L,0.14464824580483504,1.93268935479556,0.0,/media/limalima/D/Database/CASIA-Iris-Thousand/248/L/S5248L09.jpg,/media/limalima/D/Database/CASIA-Iris-Thousand/248/L/S5248L09.npz
58,248-L,248,L,0.13527320152037323,1.9590682298175677,0.0,/media/limalima/D/Database/CASIA-Iris-Thousand/248/L/S5248L01.jpg,/media/limalima/D/Database/CASIA-Iris-Thousand/248/L/S5248L01.npz
59,248-L,248,L,0.1332539859432316,1.8916439575356754,0.0,/media/limalima/D/Database/CASIA-Iris-Thousand/248/L/S5248L08.jpg,/media/limalima/D/Database/CASIA-Iris-Thousand/248/L/S5248L08.npz
60,625-R,625,R,0.13529405109914186,1.9259124387693347,-2.6143968994013094e-31,/media/limalima/D/Database/CASIA-Iris-Thousand/625/R/S5625R00.jpg,/media/limalima/D/Database/CASIA-Iris-Thousand/625/R/S5625R00.npz
61,625-R,625,R,0.14085119534001986,1.8922328698741637,0.0,/media/limalima/D/Database/CASIA-Iris-Thousand/625/R/S5625R02.jpg,/media/limalima/D/Database/CASIA-Iris-Thousand/625/R/S5625R02.npz
62,625-R,625,R,0.140738131806873,1.9371757989004192,0.0,/media/limalima/D/Database/CASIA-Iris-Thousand/625/R/S5625R03.jpg,/media/limalima/D/Database/CASIA-Iris-Thousand/625/R/S5625R03.npz
63,625-R,625,R,0.1248929153382783,1.912209133585094,0.0,/media/limalima/D/Database/CASIA-Iris-Thousand/625/R/S5625R06.jpg,/media/limalima/D/Database/CASIA-Iris-Thousand/625/R/S5625R06.npz
64,625-R,625,R,0.12519931124661285,1.869727918369511,2.6143968994013094e-31,/media/limalima/D/Database/CASIA-Iris-Thousand/625/R/S5625R08.jpg,/media/limalima/D/Database/CASIA-Iris-Thousand/625/R/S5625R08.npz
65,625-R,625,R,0.14336173758442133,1.910453085865989,0.0,/media/limalima/D/Database/CASIA-Iris-Thousand/625/R/S5625R01.jpg,/media/limalima/D/Database/CASIA-Iris-Thousand/625/R/S5625R01.npz
66,625-R,625,R,0.14836424253033698,1.9655877597111417,0.0,/media/limalima/D/Database/CASIA-Iris-Thousand/625/R/S5625R04.jpg,/media/limalima/D/Database/CASIA-Iris-Thousand/625/R/S5625R04.npz
67,625-R,625,R,0.11880688664035796,1.8790477637943566,0.0,/media/limalima/D/Database/CASIA-Iris-Thousand/625/R/S5625R09.jpg,/media/limalima/D/Database/CASIA-Iris-Thousand/625/R/S5625R09.npz
68,625-R,625,R,0.12394484830115084,1.9375901027273403,0.0,/media/limalima/D/Database/CASIA-Iris-Thousand/625/R/S5625R07.jpg,/media/limalima/D/Database/CASIA-Iris-Thousand/625/R/S5625R07.npz
69,625-R,625,R,0.1192916599305642,1.8857349506113505,0.0,/media/limalima/D/Database/CASIA-Iris-Thousand/625/R/S5625R05.jpg,/media/limalima/D/Database/CASIA-Iris-Thousand/625/R/S5625R05.npz
70,625-L,625,L,0.12679260882723714,1.9697787082284584,0.0,/media/limalima/D/Database/CASIA-Iris-Thousand/625/L/S5625L06.jpg,/media/limalima/D/Database/CASIA-Iris-Thousand/625/L/S5625L06.npz
71,625-L,625,L,0.13373497673404874,1.8986074436028244,0.0,/media/limalima/D/Database/CASIA-Iris-Thousand/625/L/S5625L05.jpg,/media/limalima/D/Database/CASIA-Iris-Thousand/625/L/S5625L05.npz
72,625-L,625,L,0.12976231564851193,1.9178614354582573,0.0,/media/limalima/D/Database/CASIA-Iris-Thousand/625/L/S5625L07.jpg,/media/limalima/D/Database/CASIA-Iris-Thousand/625/L/S5625L07.npz
73,625-L,625,L,0.12678717310281154,1.9335702124220877,-2.6143968994013094e-31,/media/limalima/D/Database/CASIA-Iris-Thousand/625/L/S5625L04.jpg,/media/limalima/D/Database/CASIA-Iris-Thousand/625/L/S5625L04.npz
74,625-L,625,L,0.11798145720958104,1.9171397924349418,0.0,/media/limalima/D/Database/CASIA-Iris-Thousand/625/L/S5625L00.jpg,/media/limalima/D/Database/CASIA-Iris-Thousand/625/L/S5625L00.npz
75,625-L,625,L,0.13180094314654736,1.9389402559229012,0.0,/media/limalima/D/Database/CASIA-Iris-Thousand/625/L/S5625L02.jpg,/media/limalima/D/Database/CASIA-Iris-Thousand/625/L/S5625L02.npz
76,625-L,625,L,0.11903283597398787,1.8417638991170342,0.0,/media/limalima/D/Database/CASIA-Iris-Thousand/625/L/S5625L01.jpg,/media/limalima/D/Database/CASIA-Iris-Thousand/625/L/S5625L01.npz
77,625-L,625,L,0.13238781380535514,1.8919552118157381,-2.6143968994013094e-31,/media/limalima/D/Database/CASIA-Iris-Thousand/625/L/S5625L08.jpg,/media/limalima/D/Database/CASIA-Iris-Thousand/625/L/S5625L08.npz
78,625-L,625,L,0.12106344167719667,1.9798019128311117,0.0,/media/limalima/D/Database/CASIA-Iris-Thousand/625/L/S5625L03.jpg,/media/limalima/D/Database/CASIA-Iris-Thousand/625/L/S5625L03.npz
79,625-L,625,L,0.13293509161171818,1.929573130741231,0.0,/media/limalima/D/Database/CASIA-Iris-Thousand/625/L/S5625L09.jpg,/media/limalima/D/Database/CASIA-Iris-Thousand/625/L/S5625L09.npz
80,843-R,843,R,0.13956455406258142,1.9614753366001512,0.0,/media/limalima/D/Database/CASIA-Iris-Thousand/843/R/S5843R02.jpg,/media/limalima/D/Database/CASIA-Iris-Thousand/843/R/S5843R02.npz
81,843-R,843,R,0.14253807310263814,1.9904413287362899,0.0,/media/limalima/D/Database/CASIA-Iris-Thousand/843/R/S5843R07.jpg,/media/limalima/D/Database/CASIA-Iris-Thousand/843/R/S5843R07.npz
82,843-R,843,R,0.1375212504303433,1.9388152674363925,0.0,/media/limalima/D/Database/CASIA-Iris-Thousand/843/R/S5843R08.jpg,/media/limalima/D/Database/CASIA-Iris-Thousand/843/R/S5843R08.npz
83,843-R,843,R,0.14998150953969028,1.9350290052033707,0.0,/media/limalima/D/Database/CASIA-Iris-Thousand/843/R/S5843R00.jpg,/media/limalima/D/Database/CASIA-Iris-Thousand/843/R/S5843R00.npz
84,843-R,843,R,0.1471127730578756,1.865185464291265,0.0,/media/limalima/D/Database/CASIA-Iris-Thousand/843/R/S5843R03.jpg,/media/limalima/D/Database/CASIA-Iris-Thousand/843/R/S5843R03.npz
85,843-R,843,R,0.14391800134876392,1.9193329300291664,0.0,/media/limalima/D/Database/CASIA-Iris-Thousand/843/R/S5843R01.jpg,/media/limalima/D/Database/CASIA-Iris-Thousand/843/R/S5843R01.npz
86,843-R,843,R,0.13842434019151464,1.8950429491844218,0.0,/media/limalima/D/Database/CASIA-Iris-Thousand/843/R/S5843R09.jpg,/media/limalima/D/Database/CASIA-Iris-Thousand/843/R/S5843R09.npz
87,843-R,843,R,0.14718928068865214,2.0175169780518103,0.0,/media/limalima/D/Database/CASIA-Iris-Thousand/843/R/S5843R05.jpg,/media/limalima/D/Database/CASIA-Iris-Thousand/843/R/S5843R05.npz
88,843-R,843,R,0.15091424795686562,1.9557929613913314,0.0,/media/limalima/D/Database/CASIA-Iris-Thousand/843/R/S5843R04.jpg,/media/limalima/D/Database/CASIA-Iris-Thousand/843/R/S5843R04.npz
89,843-R,843,R,0.14019327985162425,1.9732849602890394,0.0,/media/limalima/D/Database/CASIA-Iris-Thousand/843/R/S5843R06.jpg,/media/limalima/D/Database/CASIA-Iris-Thousand/843/R/S5843R06.npz
90,843-L,843,L,0.15629310124876364,1.9699487672050509,0.0,/media/limalima/D/Database/CASIA-Iris-Thousand/843/L/S5843L01.jpg,/media/limalima/D/Database/CASIA-Iris-Thousand/843/L/S5843L01.npz
91,843-L,843,L,0.1409900395454107,2.0268986893906686,2.6143968994013094e-31,/media/limalima/D/Database/CASIA-Iris-Thousand/843/L/S5843L08.jpg,/media/limalima/D/Database/CASIA-Iris-Thousand/843/L/S5843L08.npz
92,843-L,843,L,0.15888254090555023,1.948816851935366,0.0,/media/limalima/D/Database/CASIA-Iris-Thousand/843/L/S5843L02.jpg,/media/limalima/D/Database/CASIA-Iris-Thousand/843/L/S5843L02.npz
93,843-L,843,L,0.13626532220232068,1.9797229383149222,0.0,/media/limalima/D/Database/CASIA-Iris-Thousand/843/L/S5843L07.jpg,/media/limalima/D/Database/CASIA-Iris-Thousand/843/L/S5843L07.npz
94,843-L,843,L,0.1469076755362241,2.0040900609542502,0.0,/media/limalima/D/Database/CASIA-Iris-Thousand/843/L/S5843L04.jpg,/media/limalima/D/Database/CASIA-Iris-Thousand/843/L/S5843L04.npz
95,843-L,843,L,0.14086527625680623,1.945708716249471,0.0,/media/limalima/D/Database/CASIA-Iris-Thousand/843/L/S5843L09.jpg,/media/limalima/D/Database/CASIA-Iris-Thousand/843/L/S5843L09.npz
96,843-L,843,L,0.14767592913117158,1.9401070878743543,0.0,/media/limalima/D/Database/CASIA-Iris-Thousand/843/L/S5843L03.jpg,/media/limalima/D/Database/CASIA-Iris-Thousand/843/L/S5843L03.npz
97,843-L,843,L,0.1454647920193932,2.016050789369495,0.0,/media/limalima/D/Database/CASIA-Iris-Thousand/843/L/S5843L00.jpg,/media/limalima/D/Database/CASIA-Iris-Thousand/843/L/S5843L00.npz
98,843-L,843,L,0.15121477406631842,1.9906969819008757,0.0,/media/limalima/D/Database/CASIA-Iris-Thousand/843/L/S5843L05.jpg,/media/limalima/D/Database/CASIA-Iris-Thousand/843/L/S5843L05.npz
99,843-L,843,L,0.14779881679247614,1.9708963241346709,0.0,/media/limalima/D/Database/CASIA-Iris-Thousand/843/L/S5843L06.jpg,/media/limalima/D/Database/CASIA-Iris-Thousand/843/L/S5843L06.npz
100,135-R,135,R,0.15064030016286326,1.995972163256714,0.0,/media/limalima/D/Database/CASIA-Iris-Thousand/135/R/S5135R07.jpg,/media/limalima/D/Database/CASIA-Iris-Thousand/135/R/S5135R07.npz
101,135-R,135,R,0.14082822469254058,1.936658977217979,2.6143968994013094e-31,/media/limalima/D/Database/CASIA-Iris-Thousand/135/R/S5135R04.jpg,/media/limalima/D/Database/CASIA-Iris-Thousand/135/R/S5135R04.npz
102,135-R,135,R,0.14283502647048568,1.9336562007981064,0.0,/media/limalima/D/Database/CASIA-Iris-Thousand/135/R/S5135R05.jpg,/media/limalima/D/Database/CASIA-Iris-Thousand/135/R/S5135R05.npz
103,135-R,135,R,0.1439436650523984,1.9483204861591712,0.0,/media/limalima/D/Database/CASIA-Iris-Thousand/135/R/S5135R03.jpg,/media/limalima/D/Database/CASIA-Iris-Thousand/135/R/S5135R03.npz
104,135-R,135,R,0.14157682966809396,1.9248515810982092,0.0,/media/limalima/D/Database/CASIA-Iris-Thousand/135/R/S5135R00.jpg,/media/limalima/D/Database/CASIA-Iris-Thousand/135/R/S5135R00.npz
105,135-R,135,R,0.1423423012747148,1.9586269963971414,0.0,/media/limalima/D/Database/CASIA-Iris-Thousand/135/R/S5135R08.jpg,/media/limalima/D/Database/CASIA-Iris-Thousand/135/R/S5135R08.npz
106,135-R,135,R,0.14808604602574657,1.938511329203078,0.0,/media/limalima/D/Database/CASIA-Iris-Thousand/135/R/S5135R09.jpg,/media/limalima/D/Database/CASIA-Iris-Thousand/135/R/S5135R09.npz
107,135-R,135,R,0.14061071892314916,1.9450626601315408,0.0,/media/limalima/D/Database/CASIA-Iris-Thousand/135/R/S5135R02.jpg,/media/limalima/D/Database/CASIA-Iris-Thousand/135/R/S5135R02.npz
108,135-R,135,R,0.14033365545397714,1.9305173521271237,0.0,/media/limalima/D/Database/CASIA-Iris-Thousand/135/R/S5135R06.jpg,/media/limalima/D/Database/CASIA-Iris-Thousand/135/R/S5135R06.npz
109,135-R,135,R,0.1407022284933698,2.026484892601703,0.0,/media/limalima/D/Database/CASIA-Iris-Thousand/135/R/S5135R01.jpg,/media/limalima/D/Database/CASIA-Iris-Thousand/135/R/S5135R01.npz
110,135-L,135,L,0.13381443834416992,2.0049917818624374,0.0,/media/limalima/D/Database/CASIA-Iris-Thousand/135/L/S5135L03.jpg,/media/limalima/D/Database/CASIA-Iris-Thousand/135/L/S5135L03.npz
111,135-L,135,L,0.12147920805691115,1.8806111529655267,0.0,/media/limalima/D/Database/CASIA-Iris-Thousand/135/L/S5135L04.jpg,/media/limalima/D/Database/CASIA-Iris-Thousand/135/L/S5135L04.npz
112,135-L,135,L,0.1313922755709855,2.0167758043693382,0.0,/media/limalima/D/Database/CASIA-Iris-Thousand/135/L/S5135L02.jpg,/media/limalima/D/Database/CASIA-Iris-Thousand/135/L/S5135L02.npz
113,135-L,135,L,0.12286435492202886,2.029161902864342,0.0,/media/limalima/D/Database/CASIA-Iris-Thousand/135/L/S5135L00.jpg,/media/limalima/D/Database/CASIA-Iris-Thousand/135/L/S5135L00.npz
114,135-L,135,L,0.13315749206404476,1.9272447935129613,0.0,/media/limalima/D/Database/CASIA-Iris-Thousand/135/L/S5135L07.jpg,/media/limalima/D/Database/CASIA-Iris-Thousand/135/L/S5135L07.npz
115,135-L,135,L,0.11782139927167593,1.9343945124747208,0.0,/media/limalima/D/Database/CASIA-Iris-Thousand/135/L/S5135L09.jpg,/media/limalima/D/Database/CASIA-Iris-Thousand/135/L/S5135L09.npz
116,135-L,135,L,0.13953412792038994,1.9831646924847401,0.0,/media/limalima/D/Database/CASIA-Iris-Thousand/135/L/S5135L08.jpg,/media/limalima/D/Database/CASIA-Iris-Thousand/135/L/S5135L08.npz
117,135-L,135,L,0.13702345772098493,1.9100606004873355,0.0,/media/limalima/D/Database/CASIA-Iris-Thousand/135/L/S5135L05.jpg,/media/limalima/D/Database/CASIA-Iris-Thousand/135/L/S5135L05.npz
118,135-L,135,L,0.13449147186608096,1.9645770334808201,0.0,/media/limalima/D/Database/CASIA-Iris-Thousand/135/L/S5135L06.jpg,/media/limalima/D/Database/CASIA-Iris-Thousand/135/L/S5135L06.npz
119,135-L,135,L,0.13935412817845044,2.019430615440978,0.0,/media/limalima/D/Database/CASIA-Iris-Thousand/135/L/S5135L01.jpg,/media/limalima/D/Database/CASIA-Iris-Thousand/135/L/S5135L01.npz
120,479-R,479,R,0.13161190833445383,1.9439117267352788,-2.6143968994013094e-31,/media/limalima/D/Database/CASIA-Iris-Thousand/479/R/S5479R00.jpg,/media/limalima/D/Database/CASIA-Iris-Thousand/479/R/S5479R00.npz
121,479-R,479,R,0.13770616276326797,1.9330973035844743,0.0,/media/limalima/D/Database/CASIA-Iris-Thousand/479/R/S5479R05.jpg,/media/limalima/D/Database/CASIA-Iris-Thousand/479/R/S5479R05.npz
122,479-R,479,R,0.15388104762609614,1.9952883525128169,0.0,/media/limalima/D/Database/CASIA-Iris-Thousand/479/R/S5479R09.jpg,/media/limalima/D/Database/CASIA-Iris-Thousand/479/R/S5479R09.npz
